Date,Amount,Normalized Amount,Type,Fund,Campaign,Appeal,Primary ZIP Code,Account Number,Total Donation,Num Months,Average Monthly Donation
4/5/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597-3122,281,4151322.47,21,197682.0224
4/5/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597-3122,281,4151322.47,21,197682.0224
4/5/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53593-9265,1363,4151322.47,21,197682.0224
4/3/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53715-1974,318,4151322.47,21,197682.0224
4/3/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53705-4621,2355,4151322.47,21,197682.0224
4/2/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53714-1835,15591,4151322.47,21,197682.0224
4/1/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53718-8249,1069,4151322.47,21,197682.0224
3/30/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Online,53593-7999,19809,4151322.47,21,197682.0224
3/29/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53597-9151,15276,4151322.47,21,197682.0224
3/29/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53718-4308,1938,4151322.47,21,197682.0224
3/28/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53715-1974,318,4151322.47,21,197682.0224
3/28/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Online,53717-1606,5017,4151322.47,21,197682.0224
3/27/2024,100,4.57E-06,Donation,Programs/Operations,2024 Match Madness,Individual Multi Channel,53716-1903,15467,63408.02,3,21136.00667
3/26/2024,100,4.57E-06,Donation,Programs/Operations,2024 Match Madness,Individual Online,53711-3015,19679,63408.02,3,21136.00667
3/25/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53703-2599,310,4151322.47,21,197682.0224
3/23/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53705-4574,2366,4151322.47,21,197682.0224
3/23/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-3825,19108,4151322.47,21,197682.0224
3/22/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Payroll,53718-2761,225,4151322.47,21,197682.0224
3/21/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53703-2341,421,4151322.47,21,197682.0224
3/20/2024,100,4.57E-06,Donation,Programs/Operations,2024 Match Madness,Individual Online,53704-1718,15816,63408.02,3,21136.00667
3/20/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597-2377,9719,4151322.47,21,197682.0224
3/20/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53558-9016,539,4151322.47,21,197682.0224
3/19/2024,100,4.57E-06,Pledge Payment,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53705-4218,57,15722436.67,21,748687.4605
3/19/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53597-8000,1127,4151322.47,21,197682.0224
3/19/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53711-6606,493,4151322.47,21,197682.0224
3/19/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-7006,477,4151322.47,21,197682.0224
3/19/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-1493,483,4151322.47,21,197682.0224
3/19/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-4013,497,4151322.47,21,197682.0224
3/19/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-5971,431,4151322.47,21,197682.0224
3/19/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53593-7990,438,4151322.47,21,197682.0224
3/19/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-7071,448,4151322.47,21,197682.0224
3/19/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53705-3174,457,4151322.47,21,197682.0224
3/19/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53562-1237,467,4151322.47,21,197682.0224
3/16/2024,100,4.57E-06,Recurring Donation Schedule,Unrestricted,Support The River,Individual Online,53597-2319,2459,4151322.47,21,197682.0224
3/15/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53527-8164,1427,4151322.47,21,197682.0224
3/15/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,18750,4151322.47,21,197682.0224
3/15/2024,100,4.57E-06,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53527-8164,1427,4151322.47,21,197682.0224
3/15/2024,100,4.57E-06,Soft Credit,Unrestricted,Support The River,Business Multi Channel,Unknown,18750,4151322.47,21,197682.0224
3/15/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53718-9171,700,4151322.47,21,197682.0224
3/15/2024,100,4.57E-06,Soft Credit,Unrestricted,Support The River,Foundation Multi Channel,Unknown,15438,4151322.47,21,197682.0224
3/15/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Foundation Multi Channel,Unknown,15169,4151322.47,21,197682.0224
3/15/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,55438-3403,2962,4151322.47,21,197682.0224
3/13/2024,100,4.57E-06,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53532-2711,1830,15722436.67,21,748687.4605
3/13/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,19763,4151322.47,21,197682.0224
3/13/2024,100,4.57E-06,Soft Credit,Unrestricted,Support The River,Business Multi Channel,Unknown,19763,4151322.47,21,197682.0224
3/12/2024,100,4.57E-06,Donation,Programs/Operations,2024 Match Madness,Individual Multi Channel,53704-2138,2431,63408.02,3,21136.00667
3/11/2024,100,4.57E-06,Soft Credit,Unrestricted,Support The River,Individual Multi Channel,Unknown,338,4151322.47,21,197682.0224
3/11/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,15619,4151322.47,21,197682.0224
3/10/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53593-9572,264,4151322.47,21,197682.0224
3/10/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53704-6481,18827,4151322.47,21,197682.0224
3/10/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597-2313,14072,4151322.47,21,197682.0224
3/9/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53717-1213,2428,4151322.47,21,197682.0224
3/8/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53718-2761,225,4151322.47,21,197682.0224
3/8/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53562-3847,1857,4151322.47,21,197682.0224
3/6/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53590-1117,2412,4151322.47,21,197682.0224
3/6/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53558-9720,3430,4151322.47,21,197682.0224
3/5/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53711-1836,3516,4151322.47,21,197682.0224
3/5/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53716-1926,7142,4151322.47,21,197682.0224
3/5/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597-3122,281,4151322.47,21,197682.0224
3/5/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597-3122,281,4151322.47,21,197682.0224
3/5/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53593-9265,1363,4151322.47,21,197682.0224
3/4/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53715-1974,318,4151322.47,21,197682.0224
3/4/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Online,53590-1459,14150,4151322.47,21,197682.0224
3/1/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-1012,267,4151322.47,21,197682.0224
3/1/2024,100,4.57E-06,Donation,Programs/Operations,2024 Match Madness,Individual Online,53705-5006,15367,63408.02,3,21136.00667
3/1/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53718-8249,1069,4151322.47,21,197682.0224
2/29/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53718-4308,1938,4151322.47,21,197682.0224
2/29/2024,100,4.57E-06,Donation,Programs/Operations,2024 Match Madness,Individual Multi Channel,53718-2761,225,63408.02,3,21136.00667
2/28/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53715-1974,318,4151322.47,21,197682.0224
2/28/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,338,4151322.47,21,197682.0224
2/28/2024,100,4.57E-06,Soft Credit,Unrestricted,Support The River,Business Multi Channel,Unknown,338,4151322.47,21,197682.0224
2/28/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Business Multi Channel,Unknown,2607,4151322.47,21,197682.0224
2/27/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-3924,5784,4151322.47,21,197682.0224
2/26/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53718-2761,225,4151322.47,21,197682.0224
2/26/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53703-2341,421,4151322.47,21,197682.0224
2/26/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53703-2599,310,4151322.47,21,197682.0224
2/20/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53562-1456,19712,4151322.47,21,197682.0224
2/20/2024,100,4.57E-06,Pledge Payment,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53705-4218,57,15722436.67,21,748687.4605
2/20/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53597-8000,1127,4151322.47,21,197682.0224
2/20/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53711-6606,493,4151322.47,21,197682.0224
2/20/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-7006,477,4151322.47,21,197682.0224
2/20/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-1493,483,4151322.47,21,197682.0224
2/20/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-4013,497,4151322.47,21,197682.0224
2/20/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-5971,431,4151322.47,21,197682.0224
2/20/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53593-7990,438,4151322.47,21,197682.0224
2/20/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-7071,448,4151322.47,21,197682.0224
2/20/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53705-3174,457,4151322.47,21,197682.0224
2/20/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53562-1237,467,4151322.47,21,197682.0224
2/20/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597-2377,9719,4151322.47,21,197682.0224
2/20/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53558-9016,539,4151322.47,21,197682.0224
2/15/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53718-9171,700,4151322.47,21,197682.0224
2/13/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53711-2113,19843,4151322.47,21,197682.0224
2/12/2024,100,4.57E-06,Soft Credit,Unrestricted,Support The River,Individual Multi Channel,Unknown,338,4151322.47,21,197682.0224
2/12/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,15619,4151322.47,21,197682.0224
2/12/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,15418,4151322.47,21,197682.0224
2/12/2024,100,4.57E-06,Soft Credit,Unrestricted,Support The River,Business Multi Channel,Unknown,15418,4151322.47,21,197682.0224
2/12/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53714-1835,15591,4151322.47,21,197682.0224
2/11/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53703-2538,2773,4151322.47,21,197682.0224
2/10/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-5926,2771,4151322.47,21,197682.0224
2/10/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53704-6481,18827,4151322.47,21,197682.0224
2/10/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597-2313,14072,4151322.47,21,197682.0224
2/9/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53718-2761,225,4151322.47,21,197682.0224
2/9/2024,100,4.57E-06,Recurring Donation Schedule,Unrestricted,Support The River,Individual Online,53597-2377,9719,4151322.47,21,197682.0224
2/8/2024,100,4.57E-06,Donation,Unrestricted,In-Kind,Individual Multi Channel,53703-3832,19708,1331842.88,20,66592.144
2/8/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53562-3847,1857,4151322.47,21,197682.0224
2/7/2024,100,4.57E-06,Soft Credit,Unrestricted,Support The River,Foundation Multi Channel,53704-4957,1293,4151322.47,21,197682.0224
2/7/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Foundation Multi Channel,53718-2148,2026,4151322.47,21,197682.0224
2/6/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53703-1609,15397,4151322.47,21,197682.0224
2/6/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53597-9026,697,4151322.47,21,197682.0224
2/5/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Mailing,53717-9103,15614,4151322.47,21,197682.0224
2/5/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53715-1974,318,4151322.47,21,197682.0224
2/5/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597-3122,281,4151322.47,21,197682.0224
2/5/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597-3122,281,4151322.47,21,197682.0224
2/5/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53593-9265,1363,4151322.47,21,197682.0224
2/4/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53711-5272,535,4151322.47,21,197682.0224
2/2/2024,100,4.57E-06,Soft Credit,Unrestricted,Support The River,Foundation Multi Channel,53590-9246,244,4151322.47,21,197682.0224
2/2/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Foundation Multi Channel,68508,2622,4151322.47,21,197682.0224
2/1/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-1012,267,4151322.47,21,197682.0224
2/1/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53718-8249,1069,4151322.47,21,197682.0224
1/31/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53718-4308,1938,4151322.47,21,197682.0224
1/31/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,19666,4151322.47,21,197682.0224
1/31/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,19662,4151322.47,21,197682.0224
1/31/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,19656,4151322.47,21,197682.0224
1/31/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53532-1955,2489,4151322.47,21,197682.0224
1/31/2024,100,4.57E-06,Soft Credit,Unrestricted,Support The River,Individual Multi Channel,90405-3032,2608,4151322.47,21,197682.0224
1/31/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,338,4151322.47,21,197682.0224
1/30/2024,100,4.57E-06,Pledge Payment,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53705-4218,57,15722436.67,21,748687.4605
1/30/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-5971,431,4151322.47,21,197682.0224
1/30/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53593-7990,438,4151322.47,21,197682.0224
1/30/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-7071,448,4151322.47,21,197682.0224
1/30/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53597-8000,1127,4151322.47,21,197682.0224
1/30/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53705-3174,457,4151322.47,21,197682.0224
1/30/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53562-1237,467,4151322.47,21,197682.0224
